OPPORTUNITY_ID,SALES_AGENT_NAME,MANAGER_NAME,REGIONAL_OFFICE,PRODUCT_NAME,ACCOUNT_NAME,DEAL_STAGE,ENGAGE_DATE,DEAL_AGE_DAYS,SALES_PRICE,CLOSE_VALUE_AMOUNT,DEAL_SIZE_BAND,PIPELINE_VALUE_ESTIMATE,DEAL_AGE_BAND,PIPELINE_HEALTH_STATUS
4H8GZ075,Anna Snelling,Dustin Brinkmann,Central,MG Special,Scotfind,Prospecting,,,55,,unknown,55.00,unknown,unknown
UDAUS3DF,Anna Snelling,Dustin Brinkmann,Central,MG Special,Sonron,Prospecting,,,55,,unknown,55.00,unknown,unknown
F4W7Z1UU,Anna Snelling,Dustin Brinkmann,Central,MG Special,Vehement Capital Partners,Prospecting,,,55,,unknown,55.00,unknown,unknown
DW5BQ220,Anna Snelling,Dustin Brinkmann,Central,MG Special,Zoomit,Prospecting,,,55,,unknown,55.00,unknown,unknown
4ENCEYPG,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
EU4DPJGN,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
426EL41A,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
OXKLRULK,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
D3ZJX20X,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
V9JDJ861,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
DYXD1AXO,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
JSTHYUCD,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
JC7DDV56,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
ASDR6QEZ,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
5ELMZN3E,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
7Q90C2VN,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
ZIMT5RQ2,Anna Snelling,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
WTD6O2OR,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Betasoloin,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
OEG8QG42,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Bioplex,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
BG0BLC6S,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Fasehatice,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
5Q2BX622,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Inity,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
RSY2XLKK,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Streethex,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
FEEOZHT8,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
D382N39B,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
YYUJ1DCF,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
OH0HJ6KK,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
5TGQL49J,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
Y7WAFW9D,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
I8NC3RFB,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
38K5251H,Cecily Lampkin,Dustin Brinkmann,Central,GTX Basic,Fasehatice,Prospecting,,,550,,unknown,550.00,unknown,unknown
QR63ME8L,Cecily Lampkin,Dustin Brinkmann,Central,GTX Basic,,Prospecting,,,550,,unknown,550.00,unknown,unknown
I79B9KJ2,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
LABZ0UGB,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
3R4W7ZVY,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
2SZX9B7J,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Pro,Sunnamplex,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
0ZG6U7MQ,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
KQPNPH8A,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
SGI0VM1F,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
DS5HZHDA,Cecily Lampkin,Dustin Brinkmann,Central,MG Special,Betatech,Prospecting,,,55,,unknown,55.00,unknown,unknown
TLZGG7G5,Cecily Lampkin,Dustin Brinkmann,Central,MG Special,Conecom,Prospecting,,,55,,unknown,55.00,unknown,unknown
8NI8O26G,Cecily Lampkin,Dustin Brinkmann,Central,MG Special,Goodsilron,Prospecting,,,55,,unknown,55.00,unknown,unknown
9BM1CGBV,Cecily Lampkin,Dustin Brinkmann,Central,MG Special,Sumace,Prospecting,,,55,,unknown,55.00,unknown,unknown
GSBUIL1E,Cecily Lampkin,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
9F9NDO41,Cecily Lampkin,Dustin Brinkmann,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
IAV71BEX,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,Singletechno,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
SJE81OUR,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
R0MBBXL8,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
NR2EDMKC,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
SU8FTFLS,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
61GDYW9T,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
TFCQZ28G,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
IXW68X6Z,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
F77XD7IZ,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
LEJWV2Y5,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,Donquadtech,Prospecting,,,550,,unknown,550.00,unknown,unknown
CAONNFXN,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,Kinnamplus,Prospecting,,,550,,unknown,550.00,unknown,unknown
R8V3ALA8,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,Konmatfix,Prospecting,,,550,,unknown,550.00,unknown,unknown
CPEYUW7V,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,,Prospecting,,,550,,unknown,550.00,unknown,unknown
5ZATE1WV,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,,Prospecting,,,550,,unknown,550.00,unknown,unknown
R1HFBU5H,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,,Prospecting,,,550,,unknown,550.00,unknown,unknown
03P9VXWG,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,,Prospecting,,,550,,unknown,550.00,unknown,unknown
RMJG8OS2,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,,Prospecting,,,550,,unknown,550.00,unknown,unknown
9L0WKMJ2,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,,Prospecting,,,550,,unknown,550.00,unknown,unknown
VAM56BG4,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Acme Corporation,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
ZTCQWF53,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Faxquote,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
LKDSEQ2Q,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Yearin,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
I2LEEFAM,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
1LWG4COF,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
FEL7FQQG,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
0TQP0E65,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
P95E1DOX,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
JCRT0QHO,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
MTGV7WOM,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
IEMOIN3K,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
XTXMQMRC,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
OQX98BBL,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
RH0FJYPZ,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
HD6YD6P9,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
64OXRCSR,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
EG3X1ACF,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
TJ64MOUR,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
FY0SHNZY,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
V2V69I86,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
OAECXU4A,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
XETF5BVH,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,Finjob,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
FU2PQZR4,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,Green-Plus,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
CVMNBKGH,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,Hatfan,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
LZW4N9KF,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,Zathunicon,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
A4TA5P1B,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
KIKV29M0,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
PCXGIH9X,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
ODSFN0YA,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
6RQUXORL,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
74LCNGIK,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
28EJ0L9T,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
UH9TR8Y1,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
JVXGG70X,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
SYP74C5W,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Bioholding,Prospecting,,,,,unknown,0.00,unknown,unknown
R0Q5BZ9Y,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Blackzim,Prospecting,,,,,unknown,0.00,unknown,unknown
OT0GOR3I,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Bluth Company,Prospecting,,,,,unknown,0.00,unknown,unknown
6RN7I8ZF,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Condax,Prospecting,,,,,unknown,0.00,unknown,unknown
YBWUG6QP,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Condax,Prospecting,,,,,unknown,0.00,unknown,unknown
8XE8GGIW,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Donquadtech,Prospecting,,,,,unknown,0.00,unknown,unknown
IHKIAB1W,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Dontechi,Prospecting,,,,,unknown,0.00,unknown,unknown
YKBJP191,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Faxquote,Prospecting,,,,,unknown,0.00,unknown,unknown
P7UPCSTC,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Faxquote,Prospecting,,,,,unknown,0.00,unknown,unknown
GEQ8IGKW,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Finjob,Prospecting,,,,,unknown,0.00,unknown,unknown
EYR5E7LO,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Initech,Prospecting,,,,,unknown,0.00,unknown,unknown
LO8L5ELD,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Inity,Prospecting,,,,,unknown,0.00,unknown,unknown
S1U1RD6K,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Iselectrics,Prospecting,,,,,unknown,0.00,unknown,unknown
R6HYAPR6,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Opentech,Prospecting,,,,,unknown,0.00,unknown,unknown
A8NXNY0M,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Plusstrip,Prospecting,,,,,unknown,0.00,unknown,unknown
4ROECHG6,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Ron-tech,Prospecting,,,,,unknown,0.00,unknown,unknown
FVVATY89,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Ron-tech,Prospecting,,,,,unknown,0.00,unknown,unknown
BV75OM0B,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Rundofase,Prospecting,,,,,unknown,0.00,unknown,unknown
ZGTCQT1A,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Rundofase,Prospecting,,,,,unknown,0.00,unknown,unknown
GR8JTX1T,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Warephase,Prospecting,,,,,unknown,0.00,unknown,unknown
2IRZM0LB,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Xx-zobam,Prospecting,,,,,unknown,0.00,unknown,unknown
99YRLZM0,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Yearin,Prospecting,,,,,unknown,0.00,unknown,unknown
VJILDVVF,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Zathunicon,Prospecting,,,,,unknown,0.00,unknown,unknown
A9DGDN56,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Zencorporation,Prospecting,,,,,unknown,0.00,unknown,unknown
D01U08PR,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Zumgoity,Prospecting,,,,,unknown,0.00,unknown,unknown
LFD1ZGJ8,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
4YJKB8EC,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
DIGG7U6M,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
VMXGBINH,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
N6BT2U29,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
T12MT0HL,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
HZVVOITE,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
P6Z4X54S,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
910NLQ80,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
8IPMP8NT,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
7YOJ4KU7,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
3K70RL7Q,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
DX1M0XF0,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
5MNF16D8,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
PES548QV,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
XGMTNND1,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
6R94B0SG,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
8JL58ECD,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
KO7JWXCT,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
FGSBCJSC,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
65SMA4OZ,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
537X47QY,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
D95K3R9N,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
51HOGHF0,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
PRUFERA6,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
NST2FEF3,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
BBV196A3,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
E4YR0OE6,Darcel Schlecht,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
TR7WLH5Q,Darcel Schlecht,Melvin Marxen,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
M64OQCC3,Darcel Schlecht,Melvin Marxen,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
WR9CQB8E,Darcel Schlecht,Melvin Marxen,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
TWWD62O3,Darcel Schlecht,Melvin Marxen,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
7CZU8GS1,Darcel Schlecht,Melvin Marxen,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
APXWBOOT,Darcel Schlecht,Melvin Marxen,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
7N6AHU7C,Darcel Schlecht,Melvin Marxen,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
EJUQOEY5,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Bubba Gump,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
9HA8VBAP,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Donquadtech,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
X4THRRSJ,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
3PN3YSPK,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
F6AOT0NK,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
YI92HVHO,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
39NJ6UC9,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
1XR36ESV,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,,Prospecting,,,3393,,unknown,3393.00,unknown,unknown
RJ21Q4HO,Gladys Colclough,Melvin Marxen,Central,GTX Basic,Hottechi,Prospecting,,,550,,unknown,550.00,unknown,unknown
NSYCCHCJ,Gladys Colclough,Melvin Marxen,Central,GTX Basic,,Prospecting,,,550,,unknown,550.00,unknown,unknown
ATOYVLLB,Gladys Colclough,Melvin Marxen,Central,GTX Basic,,Prospecting,,,550,,unknown,550.00,unknown,unknown
0M4K6F8Q,Gladys Colclough,Melvin Marxen,Central,GTX Basic,,Prospecting,,,550,,unknown,550.00,unknown,unknown
TLJWMKEO,Gladys Colclough,Melvin Marxen,Central,GTX Plus Basic,Iselectrics,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
NXJNQ3Z9,Gladys Colclough,Melvin Marxen,Central,GTX Plus Basic,Plexzap,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
HWKJ7TFJ,Gladys Colclough,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
Q62STRQQ,Gladys Colclough,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
9P9J2ANM,Gladys Colclough,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
OJWGRIXN,Gladys Colclough,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
EB393LSH,Gladys Colclough,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
566X0PLZ,Gladys Colclough,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
SFR7RG9V,Gladys Colclough,Melvin Marxen,Central,GTX Plus Basic,,Prospecting,,,1096,,unknown,1096.00,unknown,unknown
9RGWSKNU,Gladys Colclough,Melvin Marxen,Central,GTX Plus Pro,Kan-code,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
49T7VKA7,Gladys Colclough,Melvin Marxen,Central,GTX Plus Pro,Plussunin,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
BTDY3DHP,Gladys Colclough,Melvin Marxen,Central,GTX Plus Pro,Vehement Capital Partners,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
UZ7DU3D9,Gladys Colclough,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
73CWPT9H,Gladys Colclough,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
B7KZYEII,Gladys Colclough,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
67CBAWHG,Gladys Colclough,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
2WTPSQTN,Gladys Colclough,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
V5PKXYWS,Gladys Colclough,Melvin Marxen,Central,GTX Plus Pro,,Prospecting,,,5482,,unknown,5482.00,unknown,unknown
EJCPWP6V,Gladys Colclough,Melvin Marxen,Central,GTXPro,Bioholding,Prospecting,,,,,unknown,0.00,unknown,unknown
BJE7KCZ1,Gladys Colclough,Melvin Marxen,Central,GTXPro,Genco Pura Olive Oil Company,Prospecting,,,,,unknown,0.00,unknown,unknown
TK9J8AOZ,Gladys Colclough,Melvin Marxen,Central,GTXPro,Treequote,Prospecting,,,,,unknown,0.00,unknown,unknown
XARW0KTX,Gladys Colclough,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
0C34Z5UZ,Gladys Colclough,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
OA3RDG12,Gladys Colclough,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
847RHYQE,Gladys Colclough,Melvin Marxen,Central,GTXPro,,Prospecting,,,,,unknown,0.00,unknown,unknown
P0B49XCI,Gladys Colclough,Melvin Marxen,Central,MG Special,Codehow,Prospecting,,,55,,unknown,55.00,unknown,unknown
DOP1NORG,Gladys Colclough,Melvin Marxen,Central,MG Special,Plexzap,Prospecting,,,55,,unknown,55.00,unknown,unknown
BUOI3TBI,Gladys Colclough,Melvin Marxen,Central,MG Special,Rundofase,Prospecting,,,55,,unknown,55.00,unknown,unknown
F22C6LKO,Gladys Colclough,Melvin Marxen,Central,MG Special,The New York Inquirer,Prospecting,,,55,,unknown,55.00,unknown,unknown
D8ZJ6F45,Gladys Colclough,Melvin Marxen,Central,MG Special,Yearin,Prospecting,,,55,,unknown,55.00,unknown,unknown
HP50ZWIZ,Gladys Colclough,Melvin Marxen,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
X3KQZM1K,Gladys Colclough,Melvin Marxen,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
WA3U0EVI,Gladys Colclough,Melvin Marxen,Central,MG Special,,Prospecting,,,55,,unknown,55.00,unknown,unknown
